,freqs,vels
0,2.277636746196797,988.3073776374953
1,2.348143457039713,988.3073776374953
2,2.420832779434796,748.542670426568
3,2.495772278485148,730.1550170047187
4,2.573031610844775,768.1207234497617
5,2.652682589464805,730.1550170047187
6,2.734799250343999,730.1550170047187
7,2.819457921345599,611.2906362499798
8,2.906737293144471,580.8783620397999
9,2.9967184923705,676.4169087662166
10,3.089485157016211,643.3627583489397
11,3.18512351417872,498.2822576506819
12,3.283722460208267,474.1114777166167
13,3.3853736433378394,486.93251741033106
14,3.4901715488706766,498.2822576506819
15,3.5982135870048544,474.1114777166167
16,3.7096001833765673,439.74903275297015
17,3.8244348724062815,439.74903275297015
18,3.942824393534519,450.5044888306197
19,4.064878790436717,417.28182830866086
20,4.1907115133094015,377.3171087642948
21,4.320439524322733,341.2434478105478
22,4.4541834063374495,324.17290859691207
23,4.59206747498727,293.03736531820175
24,4.73421989423091,278.3887342350038
25,4.88077279548116,271.4211910867331
26,5.031862400421714,257.97370901587345
27,5.187629147625933,251.3376910236005
28,5.348217823095231,239.18102354001533
29,5.513777694838416,233.1417552729545
30,5.684462651617078,227.38912703093172
31,5.8604313459859965,210.4735896963559
32,6.041847341761513,210.4735896963559
33,6.228879266054945,210.4735896963559
34,6.421700966012375,216.11293618987236
35,6.620491670406459,205.37412116846053
36,6.825436156230516,200.1660321824315
37,7.036724920449704,200.1660321824315
38,7.254554357068926,195.13485930981966
39,7.479126939682099,190.3281265970854
40,7.710651409672393,171.92961810031673
41,7.949342970238445,167.6909061276698
42,8.195423486426842,176.3362699548894
43,8.449121691356845,171.92961810031673
44,8.710673398829007,171.92961810031673
45,8.980321722515322,171.92961810031673
46,9.258317301934657,167.6909061276698
47,9.544918535423482,167.6909061276698
48,9.840391820318468,167.6909061276698
49,10.145011800574196,163.45388428323258
50,10.459061622046148,155.33706331903142
51,10.782833195676236,155.33706331903142
52,11.116627468825556,159.43448208113017
53,11.460754705006519,159.43448208113017
54,11.815534772274397,151.55550026959915
55,12.18129744054634,123.76977578628384
56,12.558382688124247,133.4600512338272
57,12.94714101770634,126.84254053591123
58,13.347933782181263,143.982996424871
59,13.76113352050746,147.67986168179812
