,freqs,vels
0,1.356443323183576,1009.8329513542174
1,1.3984334944969807,880.8939900853052
2,1.441723517014482,768.7591593792404
3,1.4863536290370902,880.8939900853052
4,1.532365314485979,842.0725271826457
5,1.5798013414620042,804.0111311082733
6,1.6287058019988767,718.2239697059094
7,1.6791241530469383,547.6554652416853
8,1.7311032587256312,547.6554652416853
9,1.7846914338839417,511.9494254725964
10,1.839938489009304,535.6694187537531
11,1.8968957765267056,524.1685254304709
12,1.9556162385310367,535.6694187537531
13,2.016154455997039,547.6554652416853
14,2.0785666995126078,467.8248195156386
15,2.1429109815825926,417.4865649157443
16,2.209247110551728,381.8002257845232
17,2.277636746196797,365.04492355842376
18,2.348143457039713,333.2740799884848
19,2.420832779434796,325.87311664380667
20,2.495772278485148,318.6330089917802
21,2.573031610844775,318.6330089917802
22,2.652682589464805,304.57994000549195
23,2.734799250343999,297.86402871109425
24,2.819457921345599,291.1825277004325
25,2.906737293144471,284.62339339731795
26,2.9967184923705,284.62339339731795
27,3.089485157016211,278.3823147943758
28,3.18512351417872,272.1007299066637
29,3.283722460208267,265.9567755483791
30,3.3853736433378394,265.9567755483791
31,3.4901715488706766,259.95277576650716
32,3.5982135870048544,248.6119719915298
33,3.7096001833765673,248.6119719915298
34,3.8244348724062815,243.03427328839896
35,3.942824393534519,243.03427328839896
36,4.064878790436717,237.56653327184281
37,4.1907115133094015,232.18147283572205
38,4.320439524322733,237.56653327184281
39,4.4541834063374495,221.99731325773652
40,4.59206747498727,227.0614308521146
41,4.73421989423091,227.0614308521146
42,4.88077279548116,227.0614308521146
43,5.031862400421714,217.09617373255875
44,5.187629147625933,212.108966497723
45,5.348217823095231,217.09617373255875
46,5.513777694838416,217.09617373255875
47,5.684462651617078,212.108966497723
48,5.8604313459859965,212.108966497723
49,6.041847341761513,212.108966497723
50,6.228879266054945,207.47958215954696
51,6.421700966012375,207.47958215954696
52,6.620491670406459,207.47958215954696
53,6.825436156230516,207.47958215954696
54,7.036724920449704,207.47958215954696
55,7.254554357068926,207.47958215954696
56,7.479126939682099,202.95513351809655
57,7.710651409672393,207.47958215954696
58,7.949342970238445,207.47958215954696
59,8.195423486426842,207.47958215954696
60,8.449121691356845,202.95513351809655
61,8.710673398829007,207.47958215954696
62,8.980321722515322,189.65702002884208
63,9.258317301934657,189.65702002884208
64,9.544918535423482,193.86855466391182
65,9.840391820318468,193.86855466391182
66,10.145011800574196,193.86855466391182
67,10.459061622046148,193.86855466391182
68,10.782833195676236,189.65702002884208
69,11.116627468825556,198.42904585539029
70,11.460754705006519,189.65702002884208
71,11.815534772274397,185.36867583034572
72,12.18129744054634,185.36867583034572
73,12.558382688124247,185.36867583034572
74,12.94714101770634,185.36867583034572
75,13.347933782181263,173.47611511052276
76,13.76113352050746,173.47611511052276
77,14.18712430399008,177.2711105286128
78,14.626302093277252,185.36867583034572
79,15.079075106407563,181.15934437168863
80,15.545864198250849,185.36867583034572
81,16.027103251694978,189.65702002884208
82,16.52323958094227,165.65411883402155
83,17.034734347290346,173.47611511052276
84,17.56206298778398,158.26689806634988
85,18.105715657136273,161.75070330131948
86,18.666197683330044,165.65411883402155
87,19.244030037322787,165.65411883402155
88,19.839749817291892,165.65411883402155
89,20.45391074787021,161.75070330131948
90,21.08708369483596,151.1819881987181
91,21.739857195735436,147.92933531499153
92,22.41283800693173,144.56163444126338
93,23.106651667587926,144.56163444126338
94,23.821943081108984,147.92933531499153
95,24.559377114582837,135.29326799614608
96,25.319639216777777,138.04105592705335
97,26.10343605527068,151.1819881987181
98,26.911496173298165,138.04105592705335
