,freqs,vels,stds
0,1.0309560824221196,1088.3104330063254,446.57488544104126
1,1.0628704438831642,1119.3793526496452,446.57488544104126
2,1.0957727489480462,1601.8623343950585,446.57488544104126
3,1.1296935804803945,1475.090756178597,453.2569518662288
4,1.1646644680694849,973.7465467385525,453.2569518662288
5,1.2007179173371578,921.7796067134207,453.2569518662288
6,1.2378874401519626,1088.3104330063254,458.42249331006497
7,1.2762075857786135,1002.2047996649679,458.42249331006497
8,1.3157139729917104,1183.2387112713575,458.42249331006497
9,1.356443323183576,1284.7407387941687,462.87929053112515
10,1.3984334944969807,1357.1638711568935,462.87929053112515
11,1.441723517014482,973.7465467385525,462.87929053112515
12,1.4863536290370902,719.0129162929022,466.4124034232275
13,1.532365314485979,848.6050144706388,466.4124034232275
14,1.5798013414620042,802.4922288146171,471.93052735315916
15,1.6287058019988767,738.7802253609638,473.83928746760915
16,1.6791241530469383,545.7441456131057,475.4407897266352
17,1.7311032587256312,545.7441456131057,477.04669696750983
18,1.7846914338839417,516.4138875556112,447.2884371430137
19,1.839938489009304,530.5672207018127,359.37734935300324
20,1.8968957765267056,502.7444657454588,235.09384764341883
21,1.9556162385310367,475.98941800127966,216.86378335686956
22,2.016154455997039,488.55014511305615,199.41589631179863
23,2.0785666995126078,462.8131670783394,172.6519795067286
24,2.1429109815825926,425.6368919819612,149.07429251043163
25,2.209247110551728,381.27924523411525,133.32170459813267
26,2.277636746196797,360.7986934040081,116.87529387926908
27,2.348143457039713,332.18284706183886,101.64240960129632
28,2.420832779434796,323.13472662786216,85.33659567064767
29,2.495772278485148,314.13470869452846,70.61668929781521
30,2.573031610844775,305.7709047558832,49.99593102436015
31,2.652682589464805,305.7709047558832,49.99593102436015
32,2.734799250343999,297.5232422009712,47.531289740403665
33,2.819457921345599,289.51198043508344,48.79414225854086
34,2.906737293144471,297.5232422009712,48.79414225854086
35,2.9967184923705,281.59909841173186,46.82664320475346
36,3.089485157016211,281.59909841173186,46.80865288902362
37,3.18512351417872,266.4215343015724,46.80865288902362
38,3.283722460208267,266.4215343015724,46.57537212445663
39,3.3853736433378394,266.4215343015724,46.57537212445663
40,3.4901715488706766,259.07356635313033,44.28282353531191
41,3.5982135870048544,259.07356635313033,43.44961647966673
42,3.7096001833765673,245.27045605398092,43.44961647966673
43,3.8244348724062815,245.27045605398092,42.60950365305894
44,3.942824393534519,245.27045605398092,41.965372877008114
45,4.064878790436717,238.5714365984394,39.4503029297956
46,4.1907115133094015,231.98003239817234,39.237018617534034
47,4.320439524322733,238.5714365984394,37.05119118191539
48,4.4541834063374495,231.98003239817234,36.816745016068715
49,4.59206747498727,225.71420822936943,36.3322117288086
50,4.73421989423091,225.71420822936943,36.3322117288086
51,4.88077279548116,225.71420822936943,35.07207334467299
52,5.031862400421714,219.50800355548284,35.7909473182163
53,5.187629147625933,213.52451178757127,34.1470922972603
54,5.348217823095231,213.52451178757127,34.71960064879641
55,5.513777694838416,213.52451178757127,32.698758030190675
56,5.684462651617078,213.52451178757127,30.519405180360216
57,5.8604313459859965,207.8499844049213,30.8462985673701
58,6.041847341761513,213.52451178757127,28.375233511426632
59,6.228879266054945,207.8499844049213,28.551372772627232
60,6.421700966012375,207.8499844049213,25.8973672336173
61,6.620491670406459,207.8499844049213,23.609476845183906
62,6.825436156230516,207.8499844049213,21.951612689860394
63,7.036724920449704,207.8499844049213,20.406910973700974
64,7.254554357068926,207.8499844049213,18.731386662685008
65,7.479126939682099,202.42597488793012,15.844090114773387
66,7.710651409672393,202.42597488793012,14.590886801798224
67,7.949342970238445,207.8499844049213,13.482034947739134
68,8.195423486426842,207.8499844049213,13.482034947739134
69,8.449121691356845,202.42597488793012,12.539451924521648
70,8.710673398829007,207.8499844049213,11.795233455520794
71,8.980321722515322,191.31849072114247,12.439279149614597
72,9.258317301934657,191.31849072114247,12.439279149614597
73,9.544918535423482,191.31849072114247,12.439279149614597
74,9.840391820318468,196.817081244289,11.763822153834505
75,10.145011800574196,196.817081244289,11.763822153834505
76,10.459061622046148,196.817081244289,11.763822153834505
77,10.782833195676236,191.31849072114247,11.763822153834505
78,11.116627468825556,196.817081244289,12.545373900642764
79,11.460754705006519,191.31849072114247,12.545373900642764
80,11.815534772274397,186.3575368876428,12.545373900642764
81,12.18129744054634,191.31849072114247,12.545373900642764
82,12.558382688124247,186.3575368876428,11.777235059840871
83,12.94714101770634,186.3575368876428,12.832509369789118
84,13.347933782181263,171.75197806680455,12.832509369789118
85,13.76113352050746,176.0566853574539,12.832509369789118
86,14.18712430399008,181.14162911614284,12.333423910802836
87,14.626302093277252,186.3575368876428,12.333423910802836
88,15.079075106407563,176.0566853574539,13.343615349007136
89,15.545864198250849,186.3575368876428,12.995155934159314
90,16.027103251694978,186.3575368876428,12.995155934159314
91,16.52323958094227,166.8587296340147,14.233805341397435
92,17.034734347290346,176.0566853574539,13.692586775653004
93,17.56206298778398,157.82797046161218,14.389799974099041
94,18.105715657136273,162.22189519165138,14.389799974099041
95,18.666197683330044,166.8587296340147,14.389799974099041
96,19.244030037322787,171.75197806680455,14.889946793193834
97,19.839749817291892,162.22189519165138,14.889946793193834
98,20.45391074787021,162.22189519165138,15.149200896856525
99,21.08708369483596,145.05527711296747,15.149200896856525
100,21.739857195735436,149.00822330095684,15.479460927913358
101,22.41283800693173,145.05527711296747,15.83152226036149
102,23.106651667587926,141.1564287066848,15.228713742761782
103,23.821943081108984,149.00822330095684,15.601455688371669
104,24.559377114582837,153.5837436598316,15.861543929583412
105,25.319639216777777,137.24495182607072,15.861543929583412
106,26.10343605527068,126.74496538418563,16.319961987561324
107,26.911496173298165,137.24495182607072,16.57145282056568
108,27.744570666941335,141.1564287066848,16.57145282056568
